product_id,date,rating,is_photo,review_text,purchase_option,satisfaction,helpful_indicator,is_positive,gender,height,weight,Issue_Pilling,Issue_After_Wear,Mixed_Sentiment_But,Issue_Size,Issue_Touch,Meta_Review_Length,Meta_Negative_Adverb
2723764,2023-12-19,2,0,음.. 싼마이느낌이 많니납니다 생각보다 입기가 힘드네요,(카라)네이비 · M,정보없음,0,0,male,175,72,0,0,0,0,0,30,0
2723764,2023-12-16,2,0,입은지 이틀만에 보풀이 너무 많이 올라와요 아쉽네요......ㅠ,LIGHT KHAKI · L,정보없음,0,0,male,180,88,1,0,0,0,0,35,1
2723764,2023-12-16,2,1,후기 좋길래 샀는데 입은지 이틀만에 보풀이 너무 많이 올라와요....,LIGHT KHAKI · L,정보없음,0,0,male,180,88,1,0,0,0,0,38,1
2723764,2023-12-01,2,0,배송 빠르고 좋긴한대 뜯기전부터 비닐이 이미 뜯겨있내요,(카라)라이트카키 · L,정보없음,0,0,male,174,82,0,0,0,0,0,30,0
2723764,2023-11-09,2,1,옷 다자인은 이쁜데 기장이 좀 길고 지퍼부분에 하자가 있어서 손이 잘안가는 옷 중 하나네요..,NAVY · M,정보없음,0,0,male,178,69,0,0,0,0,0,52,0
2723764,2023-10-14,2,1,요번에 옷 상태랑 포장 상태 배송 상태 이다 좀 최악이네요 배송도 늦고 포장은 누가 반품한거 다시 싼거 티나고 옷 상태도 이미 보풀이 있어요 교환 귀찮아서 그냥 입는데 진짜 별로에요,OATMEAL · M,정보없음,1,0,male,176,67,1,0,0,0,0,101,1
2723764,2023-10-08,2,0,총기장은 크롭으론 안나오고 지퍼도 잘안잠기고 안풀리는것이 아쉽습니다.. ㅠ,NAVY · M,정보없음,0,0,male,178,69,0,0,0,0,0,41,0
2723764,2023-01-15,2,1,블랙프라이데이에 구매했는데 품질이 너무 안좋아요,NAVY · M,정보없음,7,0,male,172,70,0,0,0,0,0,26,1
2723764,2022-12-05,2,0,제 제품이 불량인지 모르겠는데 2번 정도 입었을 때 보풀 같은 것이 너무 많이 일어나서 안 입게 돼요,BLACK · L,정보없음,0,0,male,177,90,1,0,0,0,0,56,1
2723764,2022-12-01,2,0,옷은 부들부들하고 이뻤는데.. 한두번밖에 안입었는데 보풀이 말도 안되게 생겼어요.. 보풀때문에 입고 다니기가 힘들어졌어요.,NAVY · L,정보없음,0,0,male,181,70,1,0,0,0,0,68,0
2723764,2022-11-30,2,0,보풀이 너무 심하게 나네요 몇 번 입고 못 입고 있네요 저렴한 가격대에서 많은 걸 기대하면 안되지만 이건 좀 심하네요,NAVY · M,정보없음,0,0,male,165,64,1,1,0,0,0,65,1
2723764,2022-11-28,2,1,사이즈가 좀 작아서 아쉅네요 그래도 옷은 이쁘네요,OATMEAL · L,정보없음,6,0,male,181,77,0,0,0,1,0,27,0
2723764,2022-11-28,2,1,사이즈가 좀 작아서 아쉽네요 딱 맞게 입는 분들이면 좋을듯,OATMEAL · L,정보없음,0,0,male,181,77,0,0,0,1,0,32,0
2723764,2022-10-12,2,0,ㄹㅇ 가성비 원툴 배송 별로고 핏도 애매하고 주머니 없는거 너무 아쉬움,NAVY · L,정보없음,0,0,male,173,75,0,0,0,0,0,39,1
2723764,2022-10-11,2,1,팔기당이 너무 길어요&hellip; 한철 잊기에는 괜찮은것 같습니다,OATMEAL · L,정보없음,9,0,male,178,73,0,0,0,0,0,37,1
2723764,2022-09-28,2,0,"생각보다 두텁네요. 지금은 못입고 조금 더 쌀쌀해지면 아우터로 입을 수 있습니다. 사이즈는 남성용이라 크네요. 어깨가 밑으로 떨어지긴 합니다만, 색상이나 디자인이 너무 맘에 들어 크게 입는다 생각하고 겟합니다. 생각보다 두텁네요. 지금은 못입고 조금 더 쌀쌀해지면 아우터로 입을 수 있습니다. 사이즈는 남성용이라 크네요. 어깨가 밑으로 떨어지긴 합니다만, 색상이나 디자인이 너무 맘에 들어 크게 입는다 생각하고 겟합니다.",OATMEAL · M,정보없음,0,0,female,167,52,0,0,0,1,0,235,1
1954316,2025-07-01,1,0,한달후기 한 번 빨면 바로 줄어들어요 참고하세요! 생각보다 색감은 잘 뽑는데 냄새가.. 고무줄? 비슷한 냄새 빨아도 나요,OLIVE_L,정보없음,1,0,male,185,75,0,0,0,0,0,67,0
1954316,2024-11-13,1,0,한달후기 세탁했더니 아동복이 돼있어요 옷은 버렸네요,OLIVE_M,정보없음,0,0,male,176,70,0,0,0,0,0,28,0
1954316,2024-11-04,1,0,한달후기 다 줄어들고 세탁기에 돌리면 사망합니다 조심하세요,OLIVE_M,정보없음,0,0,female,163,63,0,0,0,0,0,32,0
1954316,2024-10-20,1,0,한달후기 한번 빨고나니까 옷이 너무 줄어들었어요 이제 못입습니다....,OLIVE_M,정보없음,0,0,male,175,63,0,0,0,0,0,39,1
1954316,2024-10-19,1,0,"한달후기 한번 세탁, 그것도 냉수에 울모드 빨래 돌렸더니 옷이 절반으로 수축하네요. 싼맛에 구매했지만 다시는 구매 안할 브랜드.. 어지간해서는 후기 안 남기는데 진짜 어이가 없어서 후기 남깁니다",BEIGE_M,정보없음,0,0,male,176,59,0,1,0,0,0,108,1
1954316,2024-08-23,1,1,최악이예요. 세탁한번에 사이즈가 어린이사이즈로 줄엇네요. 저금 작은 정도가 아니라 못입을 정도 입니다.,BLUE_M,정보없음,0,0,male,170,67,0,0,0,0,0,57,0
1954316,2024-08-22,1,0,"옷 한번 입었다가 벗을때 힘 주지도 않았는데 못부분 바로 뜯겨버리네요,, 가격 싼건 좋은데 무슨 일회용 니트 산느낌",GREEN_M,정보없음,0,0,male,172,72,0,1,0,0,0,64,0
1954316,2024-08-19,1,1,바이올렛 블루 그린 모두 M사이즈 샀는데 블루는 너무 작아요 겹처서 비교 해보니 길이도 많이 짧고 몸통 쪽도 너무 끼고 택 부분도 다른 옷과 달라서 같은옷이 맞나 싶어요 아직 입지도 않았는데 보풀도 너무 많아요 못입을듯 합니다,BLUE_M,정보없음,1,0,male,173,80,1,0,0,1,0,126,1
1954316,2024-08-07,1,0,옷이 짝짝이느낌이에요 그래도 싼값에사서 그냥 입어요,GREEN_M,정보없음,0,0,male,171,73,0,0,0,0,0,28,0
1954316,2024-08-01,1,1,그냥 땅에다가 돈 버리고 싶으면 사세요. 찬물에 약하게 돌려도 옷 줄어든 다고하는 후기 있었는데 저렴하기도하고 그런 후기는 좀 몇년전이라 바뀌었겠지했는데 말도안되게 줄어드네욬ㅋㅋ 뭐 만원찌리 옷을 드라이클리닝 주는건 말이 안되고 시착힌반 해보고 옷 빨았는데 L사이즈가 M보다 작은 사이즈가 됐네요. 그냥 땅에다가 돈 버리고 싶으면 사세요. 찬물에 약하게 돌려도 옷 줄어든 다고하는 후기 있었는데 저렴하기도하고 그런 후기는 좀 몇년전이라 바뀌었겠지했는데 말도안되게 줄어드네욬ㅋㅋ 뭐 만원찌리 옷을 드라이클리닝 주는건 말이 안되고 시착힌반 해보고 옷 빨았는데 L사이즈가 M보다 작은 사이즈가 됐네요.,BLACK_L,정보없음,1,0,male,181,74,0,0,0,0,0,333,0
1954316,2024-07-22,1,1,받아서 세탁하려구 세탁망에넣고 세탁기를 돌리고나니 팔 소매부분이 터져있더라구요... 꿰메긴했으나 좀 아쉽습니다...,OLIVE_L,정보없음,0,0,male,180,85,0,0,0,0,0,64,0
1954316,2024-07-20,1,0,"이것이 맞습니까? 건조기가 아닌 세탁기에 빨래 한번 하니 L사이즈가 S사이즈가 됐습니다. 수아레 고객센터에 전화하니 상품 설명 하단에 드라이크리닝 권장이라고 돼 있으니 책임 없다고 말하는데 9,900원 옷 사서 여름 옷을 매번 드라이크리닝하라는 말인지 세탁기 돌려서 옷 줄어 드는 경우 처음이네요...",OLIVE_L,정보없음,0,0,male,179,76,0,1,0,0,0,168,0
1954316,2024-07-06,1,1,왜 한번 빠니까 줄어드니 좀 너무한거 이나니니 안살게,NAVY_M,정보없음,0,0,male,167,60,0,0,0,0,0,29,1
1954316,2024-06-05,1,0,옷을 빨면 애기옷이 되버리네요.. 한번입고 버렸습니다,NAVY_L,정보없음,0,0,male,178,90,0,1,0,0,0,29,0
1954316,2023-10-12,1,0,음 너무 좋은 옷이였어요 좋은거래였어요 간사해요,NAVY_L,정보없음,0,0,male,174,74,0,0,0,0,0,26,1
1954316,2023-10-02,1,0,한번빠니까 입을수 없을정도로 수축했고 팔을 길고 기장은 짧은 옷,BEIGE_L,정보없음,0,0,male,176,75,0,0,0,0,0,35,0
1954316,2023-09-28,1,0,세탁후 엄청 작아집니다. 구매 전 참고 하시면 좋을 것 같네요,BLACK_L,정보없음,0,0,male,180,73,0,0,0,1,0,34,0
1954316,2023-09-28,1,1,세탁 후 엄청 작아지니 구매 하시기 전에 참고 하세요,BLACK_L,정보없음,0,0,male,180,73,0,0,0,1,0,29,0
1954316,2023-09-28,1,1,처음에 옷 받아서 입을 때 살짝 사이즈가 작은 감이 있었는데 세탁 후 엄청 작아졌네요,BLACK_L,정보없음,0,0,male,180,73,0,0,0,1,0,47,0
1954316,2023-09-09,1,0,세탁기에 수온을 40도로 설정해서 한 번 빨았는데 기장이 70cm에서 60cm로 줄어드네요 앞으로 못 입을 거 같습니다,BEIGE_L,정보없음,0,0,male,175,61,0,1,0,0,0,66,0
1954316,2023-08-21,1,0,절대! 사지 마세요! 받아본 후 바로 입어보니 사이즈가 넉넉하게 잘 맞더군요. 절대! 사지 마세요! 받아본 후 바로 입어보니 사이즈가 넉넉하게 잘 맞더군요.,KHAKI_L,정보없음,0,0,male,171,80,0,0,0,0,0,87,0
1954316,2023-07-25,1,0,한번 세탁하니까 줄어들었어요 다른 수아레 제품은 진짜 맘에드는데 이건 좀 실망이에요,NAVY_L,정보없음,0,0,male,176,80,0,1,0,0,0,46,1
1954316,2023-07-03,1,0,무조건 드라이클리닝 해야 한다하고 울세탁을 해서 바로 줄어들어서 교환환불도 안되서 그냥 안입게 됐습니다. 일반세탁도 아니고 다른 니트들처럼 세탁했는데 줄어듬만 있네요...,GREY_L,정보없음,0,0,male,175,72,0,0,0,0,0,95,0
1954316,2023-06-28,1,0,"결론 : 안입고 버림 택배 도착해 우선 실착 해봤는데 괜찮았음 단, 옷이 너무 까끌거려서 에어리즘 같은 이너웨어 필수. 결론 : 안입고 버림 택배 도착해 우선 실착 해봤는데 괜찮았음 단, 옷이 너무 까끌거려서 에어리즘 같은 이너웨어 필수.",VIOLET_L,정보없음,0,0,male,185,72,0,0,0,0,0,133,1
1954316,2023-06-24,1,0,사고나서 처음 착용 딱 할때 팔부분이 튿어져서 반갈죽 됐습니다 내구성은 가격 아하에요,OLIVE_L,정보없음,0,0,male,178,70,0,0,0,0,0,47,0
1954316,2023-06-18,1,0,"생각했던 것보다 예쁘지 않아요,,, 옷이 좀 달라붙고 그리고 세탁하면 너무 쪼그라들어서 불만족",BEIGE_L,정보없음,0,0,male,175,81,0,0,0,0,0,52,1
1954316,2023-06-17,1,1,네이비는 맘에드는데 블루컬러는..상품검수 하시긴 하시나요???택을 다떼버려서 구매확정누르고 후기씁니다..제가 뽑기를 잘못한듯하네요..네이비색은 카라도 넥라인이 잡혀있는데. 블루컬러는 옷을 몇번 세탁해놓은듯한 느낌이 너무많이드네요 재질도 네이비랑 다른거인지 옷전체가 쭈굴쭈굴합니다.그리고 옷냄새가 블루컬러는 새상품 옷냄새가 아니라..샤프란같은냄새가 나네요..입어보니 사이즈도 네이비보다 훨씬작고...너무황당하네요.. 검수좀 똑바로하고 보내주세요 ...돈날렸네요진짜,BLUE_L,정보없음,0,0,male,176,70,0,1,0,0,0,258,1
1954316,2023-06-14,1,0,비추합니다 사진하고 느낌이 많이 다름 재질도 영,VIOLET_L,정보없음,0,0,male,172,77,0,0,0,0,0,26,0
1954316,2023-06-14,1,1,색상이 생각보다 별로고 아저씨 티가 많이 나는듯 합니다 기대보다 영 아닙니다 색상이 생각보다 별로고 아저씨 티가 많이 나는듯 합니다 기대보다 영 아닙니다,VIOLET_L,정보없음,10,0,male,172,77,0,0,0,0,0,85,0
1954316,2023-06-04,1,1,4월달에 사놓고 이제 입으려고 시착을 하는순간 팔부분이 튿어졌네요.. 제가 마른사람이라 팔쪽이 꽉낀것도 아닌데.. 내구성 하나는 많이 안좋은것 같습니다.. 구매하실 분들 참고해주세요..,OLIVE_L,정보없음,0,0,male,178,70,1,0,0,0,0,103,0
1954316,2023-06-04,1,1,한번 빨면 머슬핏으로 변하는 신기한 반팔옷입니다.,NAVY_L,정보없음,15,0,male,172,70,0,0,0,0,0,27,0
1954316,2023-05-20,1,1,옷은 이뻐요~적립금이라도 받고자 후기 작성합니다,BLACK_M,정보없음,0,0,male,176,63,0,0,0,0,0,26,0
1954316,2023-05-20,1,0,상품을 받고 바로 세탁했는데..꾸정물과 각질같은것이 헹궈도 계속 나옵니다. 3장 구매했는데 다 같이 줄어서 세탁 후 입지도 못하고 결국 다 버렸습니다. 말릴때 보니 색빠진물도 계속 나옵니다.,BLACK_M,정보없음,0,0,male,176,63,0,0,0,0,0,106,0
1954316,2023-04-29,1,0,무신사 사이즈 보고 샀는데 사이즈가 너무 작네요 아쉬워요,BLACK_M,정보없음,0,0,male,175,64,0,0,0,1,0,31,1
1954316,2023-04-14,1,1,"빨자마자 한사이즈 이상이 줄어듦. (울샴푸, 찬물, 손빨래 햇음). 사이즈수축 감안하고 한철용임.",BLACK_M,정보없음,1,0,male,170,60,0,0,0,0,0,54,0
1954316,2022-11-10,1,0,아니 사이즈가 왜 같은 제품에 같은 사이즈인데 다르죠 베이지색은 이쁘게 맞아서 같은 사이즈로 카키색 샀더니 사이즈가 너무 작아서 못입겠네요 ㅡㅡ 아니 같은 사이즈인데 이렇게 차이가 나는것이 말이 되나 싶네요,KHAKI_M,정보없음,0,0,male,173,73,0,0,0,1,0,115,1
1954316,2022-10-10,1,0,옷에 뭐가 묻어있었고 세탁을해도 안지워졌어요. 관리가 제대로 안돼있는거같아요,VIOLET_M,정보없음,0,0,male,175,60,0,0,0,0,0,42,0
1954316,2022-09-19,1,1,처음 와서 입을땐 예뻤지만 세탁후 수축률이 너무 심함.,NAVY_L,정보없음,0,0,male,168,70,0,0,0,0,0,30,1
1954316,2022-09-17,1,0,싼맛에 사긴 했는데 니트상태가... 암튼 추천은 안할게요,NAVY_L,정보없음,0,0,male,181,74,0,0,0,0,0,31,0
1954316,2022-09-14,1,0,진짜 여름에 사서 딱 한번 입었네요 옷 한번 입고 빨자마자 유아복됐네요 저만 그런줄 알고 다른 후기들 살펴봐도 다 똑같네요 싸니까 그냥 넘어가야죠,KHAKI_L,정보없음,0,0,male,170,70,0,1,0,0,0,81,1
1954316,2022-09-06,1,0,한번 세탁했더니 엄청줄어들어서 못입을정도;;; 지금 어떻게 해야하나 처치곤란한 상태로 방에 박혔음 여름옷인데 세탁안하고입을수도 없고 난감한듯 전 비추,NAVY_M,정보없음,0,0,male,170,56,0,1,0,0,0,83,0
1954316,2022-08-29,1,0,세탁하면 옷 작아짐.. 크롭티 기장으로 바뀜.. 여름에 그냥 1-2번 입을정도로 생각하시고 구매하시길,GREY_M,정보없음,0,0,male,173,67,0,0,0,1,0,56,0
1954316,2022-08-28,1,0,"옷은 이쁘고 괜찮은데, 무슨 품질이... 한번 세탁했는데 겨드랑이쪽이 다 터져버렸네요. 터진거보고 다른 부위들도 봤는데 재봉 상태가 영 부실하네요.. 옷은 이쁘고 괜찮은데, 무슨 품질이... 한번 세탁했는데 겨드랑이쪽이 다 터져버렸네요. 터진거보고 다른 부위들도 봤는데 재봉 상태가 영 부실하네요..",GREY_M,정보없음,0,0,male,160,58,0,1,0,0,0,167,0
1954316,2022-08-21,1,0,배송 받고 나서 바로 입고 하루종일 돌아다녔습니다. 다른건 둘째치고 울샴푸 넣고 세탁했더니 정확히 절반으로 옷이 줄어들었어요. 반팔 니트 한번 입으려고 4만원을 썼네요..최악입니다,BEIGE_M,정보없음,0,0,male,171,65,0,1,0,0,0,100,0
1954316,2022-08-15,1,0,네이비 구매했는데 퍼런 네이비에 세탁 한번하니까 줄어들었어요 완전 비추,NAVY_M,정보없음,0,0,female,163,100,0,0,0,0,0,39,1
1954316,2022-08-14,1,0,재질이 약간 거친느낌이네요 뒤에 마감처리도 별로라서 살짝 떠서 핏이 안이뻐요,BLUE_L,정보없음,0,0,male,172,71,0,0,0,0,0,42,0
1954316,2022-07-28,1,0,아.. 찬물에 울샴푸로 빨았는데 확 줄어드네요..당황스러워요..,BLACK_M,정보없음,0,0,male,165,60,0,0,0,0,0,35,0
1954316,2022-07-12,1,1,하... 오래 걸려서 받은거엿는데 방금 뜯어보니까 갈색 으로 오염돼있고... 좀 실망스럽네요.. 여행때문에 어쩔수없이 교환 안 하고 입는데 상품 검수 똑바로 부탁드릴게요;;,BLACK_L,정보없음,0,0,male,178,73,0,0,0,0,0,96,0
1954316,2022-07-10,1,0,세탁한번하니깐 L사이즈가 s사이즈 됐네요 사이즈 두업해서 입으세요^^ 옷재질이 쑤랙인가,NAVY_L,정보없음,0,0,male,178,68,0,0,0,0,0,48,0
1954316,2022-07-09,1,0,얇고 색상도 뚜렷하고 좋으나 솔직히 기재된 사이즈 대비 상당히 타이트한 편니다.,NAVY_L,정보없음,0,0,male,170,83,0,0,0,0,0,44,0
1954316,2022-07-06,1,0,미온수에 손세탁해도 옷이 확줄어듭니다.. 이런걸 어떻게 입으라고 하는지.. 참고해서 구매하세요,GREY_M,정보없음,0,0,male,170,62,0,0,0,0,0,52,0
1954316,2022-07-03,1,0,여름니트인데 드라이클리닝이라는것이 충격적이네요 가성비면에서 탈락입니다,NAVY_L,정보없음,0,0,male,185,92,0,0,0,0,0,38,0
1954316,2022-07-03,1,0,"처음 옷 입었을 때는 예쁘고 제가 생각했던 사이즈가 맞았습니다. 그런데 대체 찬물 빨래 한 번에 옷이 수축되는 정도가 과해 이제는 옷을 입을 수가 없습니다. 겨울옷도 아니고 여름옷을 매번 드라이 맡길 수도 없고, 제가 입던 옷이 여자친구에게 맞는 사이즈가 되는건 좀 아니지 않나 싶네요. 처음 옷 입었을 때는 예쁘고 제가 생각했던 사이즈가 맞았습니다. 그런데 대체 찬물 빨래 한 번에 옷이 수축되는 정도가 과해 이제는 옷을 입을 수가 없습니다. 겨울옷도 아니고 여름옷을 매번 드라이 맡길 수도 없고, 제가 입던 옷이 여자친구에게 맞는 사이즈가 되는건 좀 아니지 않나 싶네요.",BLACK_L,정보없음,0,0,male,184,76,0,1,0,0,0,321,0
1954316,2022-06-29,1,1,옷을 입고 한번 빨았는데 이렇게 6cm나 짧아진다구요?? 이렇게 줄어드는것이 말이되나요?? 옷을 입고 한번 빨았는데 이렇게 6cm나 짧아진다구요?? 이렇게 줄어드는것이 말이되나요??,NAVY_M,정보없음,0,0,male,173,68,0,1,0,0,0,101,0
1954316,2022-06-26,1,0,린넨 라이크 카라 하프 니트 중성세재 사용해도 엄청 많이 줄어들어요,BLUE_L,정보없음,0,0,male,177,77,0,0,0,0,0,37,0
1954316,2022-06-24,1,1,처음에는 아주 만족스럽고 최고의 가성비 옷이라고 생각했습니다. 그런데 물 빨래 후에 엄청 줄어들더라고요 못 입을 정도로요... 많이 실망스럽네요 ㅠ 참고로 줄어들기 전 사진입니다!,NAVY_M,정보없음,11,0,male,173,68,0,0,0,0,0,100,0
1954316,2022-06-24,1,0,처음에는 아주 만족스럽고 최고의 가성비 옷이라고 생각했습니다. 그런데 물 빨래 후에 엄청 줄어들더라고요 못 입을 정도로요... 많이 실망스럽네요 ㅠ,NAVY_M,정보없음,0,0,male,173,68,0,0,0,0,0,82,0
1954316,2022-06-21,1,0,배송 관련 응대 최악. 담당자 교체하세요. 배송 늦어지는거 관련 자기들 대답할 명분 있는 문의사항만 대답하고 다른 답변은 일부러 물건 보내고 답장함. 같이 주문한 바지는 주문 누락됐는데 문의하니 사과도 없이 그냥 재출고해준다함,NAVY_L,정보없음,0,0,male,177,71,0,0,0,0,0,126,0
